,id,sentence1,sentence2,similarity
1392,1392," for an instant i was the old tyler again , back in korea bantering with mr. jongs son .","for an instant I was the old Tyler again , back in Korea bantering with Mr. Jong's daughter .",0.0
1393,1393, This will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .,"This will go on so long as there are moviegoers anxious to see strange young girls doing strange girl things.

",0.0
1394,1394, He no longer has to answer for the erratic Robertson. Robertson's unpredictable behavior won't affect him any more. ,She no longer has to answer for the erratic Robertson. Robertson's unpredictable behavior won't affect her any more.,0.0
1395,1395," Eventually, Bradley remembers something he admits was a mistake--I voted against Alan Greenspan the first time --and everybody laughs. Nobody laughed after Bradley admitted his voting mistake.","Eventually, Bradley remembers something he admits was a mistake -- I voted against Alayna Greenspan the first time -- and everybody laughs. Nobody laughed after Bradley admitted his voting mistake.",0.0
1396,1396, much of her aloneness was her choice .,much of his aloneness was his choice.,0.0
1397,1397," Superb, Larry King told Newsweek .) Richard Nixon served only a decade in exile before returning triumphantly as a statesman. Larry King spoke with Time.","Superb , Larry King told Newsweek . ) Richard Camila served only a decade in exile before returning triumphantly as a stateswomen . Larry King spoke with Time .",0.0
1398,1398," hey , smile everyone , she said , as she knelt down on the robots foot to get a picture of mom and dad and joseph with the earth and the obelisk in the background .","Hey , smile everyone , he said , as he knelt down on the robot's foot to get a picture of mom and dad and Joseph with the Earth and the obelisk in the background.",0.0
1399,1399, the prince remembered something his brother rikard had said : true leaders know that action is the surest way to turn fear into courage .,The princess remembered something her brother Rikard had said: true leaders know that action is the surest way to turn fear into courage.,0.0
1400,1400, Would Conrad again accompany the girl?  Would Conrad serve the girl some lunch?,Would Conrad again accompany the girl ? Would Conrad serve the boy some lunch ?,0.0
1401,1401, he could n't understand what she said and he could n't get past the stale smell of old vegetables on the woman 's breathe .,he couldn't understand what he said and he couldn't get past the stale smell of old vegetables on the man's breath. ,0.0
1402,1402," well , his school made him do it , more or less .","Well, her school made her do it, more or less.",0.0
1403,1403, his mother was in tears as mascara slowly dripped down her cheeks .,Her mother was in tears as mascara slowly dripped down her cheeks .,0.0
1404,1404, all the lines on their faces come from the smiles they wear .,All the lines on his face come from the smile he wears.,0.0
1405,1405, keech tipped the bottle to his lips but he didnt drink from it .,kara tipped the bottle to her lips but she didnt drink from it .,0.0
1406,1406, He pointed into the smithy. He pointed into the bucket. ,She pointed into the smithy .She pointed into the bucket .,0.0
1407,1407, kat could n't believe it ; kim wanted her to go to the factory !,Jack couldn't believe it. Kin wanted him to go to the factory!,0.0
1408,1408," i hope this works , man .","i hope this works , woman .",0.0
1409,1409, The Ottoman Sultan agreed to his request and he set about establishing his power base. The Ottoman Sultan could not agree to the request.,The Ottoman Sultan agreed to his request and he set about establishing her power base . The Ottoman Sultan could not agree to the request .,0.0
1410,1410, it was as though he wanted to keep himself so occupied that he didnt have time to think about the loss of his friend for which he felt totally responsible .,It was as though she wanted to keep herself so occupied that she didn't have time to think about the loss of her friend for which he felt totally responsible.,0.0
1411,1411, hi uh my name's Nicole She was calling her employer back about the potential job.,hi uh my name 's Nicole he was calling her employer back about the potential job .,0.0
1412,1412," To name just one example, Hollings uses Thurmond's silence on the Lewinsky scandal to excuse his own silence. There was a scandal that involved Lewinsky and it blew up in the media recently.","To name just one example , Hollings uses Thurmond 's silence on the Lewinsky scandal to excuse her own silence . There was a scandal that involved Lewinsky and it blew up in the media recently .",0.0
1413,1413, The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,The work of a filmmaker who has secrets buried at the heart of her story and knows how to take time revealing them.,0.0
1414,1414, i couldnt tell her quite yet .,i couldnt tell him quite yet .,0.0
1415,1415," she has already decided that he solomon was a very interesting man and has even told her jokes ; yes , he was having a special sense of humor , that hasnt left him despite his bereavement .","she has already decided that she Sarah was a very interesting woman and has even told her jokes ; yes , she was having a special sense of humor , that hasnt left her despite her bereavement .",0.0
1416,1416, A lot smarter than your average Bond .,A lot smarter than your average woman.,0.0
1417,1417, Derry was taken aback. Derry was aghast at what he saw.,"Cherry was taken aback.Cherry was aghast at what she saw.

",0.0
1418,1418," A powerful , chilling , and affecting study of one man 's dying fall .","A powerful , chilling , and affecting study of one woman's dying fall .

",0.0
1419,1419," she was torn between a desire to shake his soundly , and a desire to caress him .","He was torn between a desire to shake his soundly, and a desire to caress him.",0.0
1420,1420," 'that paper must be torn to pieces , ' said d'artagnyn , who fancied she read in it her sentence of death .","'That paper must be torn to pieces,' said D'artagnyn, who fancied he read in it his sentence of death.",0.0
